User-ID,Book-Rating,Book-Title
269566,7,Bears on Wheels (Bright &amp; Early Books)
11676,7,"Walt Disney's Bambi Gets Lost. (Disney's Wonderful World of Reading, 2)"
11676,7,Walt Disney's Snow White and the Seven Dwarfs (Disney's Wonderful World of Reading)
11676,8,The Berenstain Bears and Too Much Vacation (First Time Books)
11676,8,Curious George Goes to the Hospital (Curious George)
230522,9,Curious George Goes to the Hospital (Curious George)
11676,8,"Carry On, Mr. Bowditch"
11676,9,Bronze Bow
56959,10,Bronze Bow
189835,5,Bronze Bow
11676,10,"The Return of the King (The Lord of the Rings, Part 3)"
197659,10,"The Return of the King (The Lord of the Rings, Part 3)"
11676,10,"The Two Towers (The Lord of the Rings, Part 2)"
171118,8,"The Two Towers (The Lord of the Rings, Part 2)"
197659,10,"The Two Towers (The Lord of the Rings, Part 2)"
11676,10,The Fellowship of the Ring (Lord of the Rings (Paperback))
197659,10,The Fellowship of the Ring (Lord of the Rings (Paperback))
11676,5,"Chase Me, Catch Nobody"
11676,8,The Prince of Tides
11676,10,Glenda Feathers Casts a Spell
11676,8,Beds and borders: Traditional and original garden designs
11676,4,Taylor's Pocket Guide to Flowering Shrubs
11676,5,Unquiet Days: At Home in Poland
11676,9,School for the Blind
147847,6,School for the Blind
11676,6,Learning to Bow: Inside the Heart of Japan
11676,5,Best American Sports Writing 1995 (Best American Sports Writing (Paper))
11676,7,In the Loyal Mountains: Stories
11676,8,The Blue Suit: A Memoir of Crime
11676,4,Kowloon Tong
11676,8,Waiting for Fidel
11676,7,Possum's Harvest Moon
11676,8,Curious George Feeds the Animals
11676,5,The Best American Short Stories 2001
11676,9,The Namesake
60244,9,The Namesake
190925,8,The Namesake
11676,6,My Russian
11676,10,The Boy
11676,10,A Country Year : Living the Questions
11676,5,Informed Consent
11676,10,Man of Two Worlds
11676,8,Patriot Games
87141,9,Patriot Games
254206,9,Patriot Games
11676,8,The Tommyknockers
35859,7,The Tommyknockers
110973,8,The Tommyknockers
140358,5,The Tommyknockers
158295,6,The Tommyknockers
185233,5,The Tommyknockers
189835,5,The Tommyknockers
236283,10,The Tommyknockers
55490,10,Lightning
11676,4,Hocus Pocus
11676,7,Seventh Heaven
46398,9,The Kitchen God's Wife
230522,7,The Kitchen God's Wife
245827,9,The Kitchen God's Wife
11676,9,Longshot
56959,10,Longshot
235105,8,Longshot
11676,7,Forgiving
51883,4,Forgiving
153662,10,Forgiving
11676,9,The Cat Who Moved a Mountain
11676,7,Damia (Rowan)
31826,10,Damia (Rowan)
249894,10,Damia (Rowan)
11676,5,Driving Force
88733,8,Driving Force
11676,8,Without Remorse
140358,5,Without Remorse
254899,8,Without Remorse
11676,5,The Cat Who Came to Breakfast (Cat Who... (Hardcover))
43246,10,The Cat Who Came to Breakfast (Cat Who... (Hardcover))
11676,8,Family Blessings
11676,7,The Cat Who Blew the Whistle (Cat Who... (Hardcover))
11676,9,Saving Grace
11676,8,The Cat Who Said Cheese
11676,8,That Camden Summer
11676,5,Naked Came the Manatee: A Novel
89602,5,Naked Came the Manatee: A Novel
11676,10,Hornet's Nest
31315,10,Hornet's Nest
11676,8,Night Passage (Jesse Stone Novels (Hardcover))
11676,8,Angels Along the Way: My Life With Help from Above
11676,8,Critical Mass
31315,10,Critical Mass
11676,10,Then Came Heaven
11676,9,Rainbow Six
11676,10,Field of Thirteen
11676,5,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life
16795,7,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life
78553,9,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life
11676,9,Vector
16795,7,Vector
143175,8,Vector
11676,8,Second Wind
11676,10,Carolina Moon
11676,5,Shock
98391,9,Shock
183995,8,Shock
11676,8,Easy Prey
25981,5,Easy Prey
31315,10,Easy Prey
11676,6,Riptide
140358,5,Riptide
11676,8,24 Hours
11676,9,The Bonesetter's Daughter
46398,9,The Bonesetter's Daughter
69078,8,The Bonesetter's Daughter
95359,8,The Bonesetter's Daughter
101851,10,The Bonesetter's Daughter
129716,10,The Bonesetter's Daughter
142524,9,The Bonesetter's Daughter
235105,8,The Bonesetter's Daughter
11676,8,The Devil's Code
11676,7,Shattered
11676,3,Perish Twice
11676,10,The Cat Who Went up the Creek
11676,6,Blood Lure
11676,8,Shadow Warriors: Inside the Special Forces
16795,8,Blue Diary
98391,9,Blue Diary
129716,6,Blue Diary
190925,7,Blue Diary
11676,9,Midnight Bayou
98391,9,Midnight Bayou
112001,10,Midnight Bayou
114368,10,Midnight Bayou
123883,5,Midnight Bayou
153662,10,Midnight Bayou
11676,8,Three Fates
98391,9,Three Fates
123883,5,Three Fates
153662,10,Three Fates
216012,5,Three Fates
11676,10,Widow's Walk (Spenser Mysteries (Hardcover))
87141,7,Widow's Walk (Spenser Mysteries (Hardcover))
98391,9,Widow's Walk (Spenser Mysteries (Hardcover))
11676,8,The English Assassin
98391,8,The English Assassin
11676,8,Wings of Fire
98391,9,Wings of Fire
11676,9,Without Fail (Jack Reacher Novels (Hardcover))
98391,9,Without Fail (Jack Reacher Novels (Hardcover))
235105,10,Without Fail (Jack Reacher Novels (Hardcover))
11676,8,Mortal Prey
31315,10,Mortal Prey
98391,9,Mortal Prey
235105,10,Mortal Prey
11676,8,The Short Forever
98391,8,The Short Forever
158295,7,The Short Forever
11676,7,Eleventh Hour: An FBI Thriller
98391,9,Eleventh Hour: An FBI Thriller
143175,7,Eleventh Hour: An FBI Thriller
11676,7,By Way of Water
98391,8,By Way of Water
11676,5,Perma Red
98391,8,Perma Red
11676,8,Final Justice
98391,9,Final Justice
11676,6,Blood Orchid (Holly Barker Novels (Hardcover))
98391,9,Blood Orchid (Holly Barker Novels (Hardcover))
235105,5,Blood Orchid (Holly Barker Novels (Hardcover))
11676,8,Prince of Lost Places
98391,8,Prince of Lost Places
11676,9,The Cat Who Brought Down the House
98391,9,The Cat Who Brought Down the House
225087,10,The Cat Who Brought Down the House
252695,7,The Cat Who Brought Down the House
11676,7,Short &amp; Tall Tales: Moose County Legends Collected by James Mackintosh Qwilleran
38023,7,Short &amp; Tall Tales: Moose County Legends Collected by James Mackintosh Qwilleran
162052,9,Short &amp; Tall Tales: Moose County Legends Collected by James Mackintosh Qwilleran
11676,6,This Just In: What I Couldn't Tell You on TV
11676,9,Flashback
56959,10,Flashback
98391,9,Flashback
235105,8,Flashback
11676,5,Back Story:  A Spenser Novel
11676,10,Monkeewrench
98391,10,Monkeewrench
158295,8,Monkeewrench
11676,10,Dirty Work
25981,5,Dirty Work
98391,10,Dirty Work
11676,7,Pattern Recognition
98391,9,Pattern Recognition
11676,9,McNally's Dare
11676,8,Blindside: An FBI Thriller
98391,9,Blindside: An FBI Thriller
11676,8,The Opposite of Fate: A Book of Musings
11676,8,Blow Fly: A Scarpetta Novel
98391,10,Blow Fly: A Scarpetta Novel
11676,8,"Remember When (Roberts, Nora)"
98391,10,"Remember When (Roberts, Nora)"
114368,10,"Remember When (Roberts, Nora)"
153662,10,"Remember When (Roberts, Nora)"
11676,6,The Cat Who Talked Turkey
98391,10,The Cat Who Talked Turkey
11676,10,The Very Hungry Caterpillar Board Book
171118,7,The Very Hungry Caterpillar Board Book
230522,9,The Very Hungry Caterpillar Board Book
11676,10,"Good Night, Gorilla"
16795,5,"Good Night, Gorilla"
100906,10,"Good Night, Gorilla"
11676,9,Bigger
265115,9,Bigger
11676,6,Three-Cornered World (Unesco Collection of Representative Works. Japanese Series.)
11676,4,"1,401 More Things That P*Ss Me Off"
11676,10,Cancer Has Its Privileges: Stories of Hope and Laughter
11676,1,Problem Puss
11676,4,Spooky: Stories of the Supernatural (A Thames Magnet Book)
11676,7,Children of Dune
254206,10,Children of Dune
11676,8,The Mountain King
11676,7,License Renewed
11676,6,19 Purchase St.
11676,4,A Barnstormer in Oz
11676,6,The Hollow (Hercule Poirot Mysteries (Paperback))
156467,10,The Hollow (Hercule Poirot Mysteries (Paperback))
254899,8,The Hollow (Hercule Poirot Mysteries (Paperback))
11676,8,The Labors of Hercules (Hercule Poirot Mysteries (Paperback))
11676,9,"Children of Dune (Dune Chronicles, Book 3)"
11676,7,Heretics of Dune
11676,10,Dune
79441,10,Dune
11676,5,Santa Claus: The Movie
11676,5,The Fourth Deadly Sin
95359,10,The Fourth Deadly Sin
11676,9,Strangers
31826,10,Strangers
46398,7,Strangers
158295,6,Strangers
261829,7,Strangers
11676,7,Five Little Pigs (Hercule Poirot Mysteries (Paperback))
125774,9,Five Little Pigs (Hercule Poirot Mysteries (Paperback))
254899,8,Five Little Pigs (Hercule Poirot Mysteries (Paperback))
11676,7,The Cat Who Walks Through Walls
254206,10,The Cat Who Walks Through Walls
11676,8,Murder at the Vicarage (Agatha Christie Mysteries Collection (Library))
254899,9,Murder at the Vicarage (Agatha Christie Mysteries Collection (Library))
11676,7,The Regatta Mystery
254899,8,The Regatta Mystery
11676,3,Prizzi's Honor
25981,5,Prizzi's Honor
11676,5,Be Buried in the Rain
88677,8,Be Buried in the Rain
110973,8,Be Buried in the Rain
11676,9,"Semper Fi, Mac"
11676,8,"Moonshine and Madness (Second Chance at Love, No 391)"
11676,8,Sad Cypress (Hercule Poirot Mysteries (Paperback))
125774,9,Sad Cypress (Hercule Poirot Mysteries (Paperback))
11676,6,The Vision
31826,10,The Vision
112001,9,The Vision
216683,9,The Vision
11676,8,Night Chills
13552,8,Night Chills
31826,10,Night Chills
55490,10,Night Chills
158295,5,Night Chills
162052,8,Night Chills
11676,2,Nobody Ever Sees You Eat Tuna Fish
11676,8,Death in the Clouds
43246,10,Death in the Clouds
125774,9,Death in the Clouds
11676,7,Twilight Eyes
37950,8,Twilight Eyes
11676,8,And So It Goes: Adventures in Television
88733,10,And So It Goes: Adventures in Television
11676,5,Marine Sniper: 93 Confirmed Kills
11676,3,The Sittaford Mystery
11676,4,Greenwich Killing Time
11676,8,Cards on the Table (Hercule Poirot Mysteries (Paperback))
11676,10,"One, Two, Buckle My Shoe"
23902,6,"One, Two, Buckle My Shoe"
11676,8,Outbreak
16795,8,Outbreak
31315,8,Outbreak
78973,7,Outbreak
87141,8,Outbreak
107784,5,Outbreak
11676,9,Watchers
13552,8,Watchers
16795,9,Watchers
31826,10,Watchers
35859,7,Watchers
158295,6,Watchers
177432,8,Watchers
190925,10,Watchers
216683,10,Watchers
234828,8,Watchers
11676,8,Dance of the Gods
11676,8,Prince of Darkness
11676,7,Flight of the Old Dog
87141,7,Flight of the Old Dog
11676,5,Breathing Lessons
60244,8,Breathing Lessons
105517,10,Breathing Lessons
153662,9,Breathing Lessons
234828,9,Breathing Lessons
265115,3,Breathing Lessons
11676,5,Witch
11676,8,Midnight
31826,10,Midnight
46398,7,Midnight
11676,8,Smoke and Mirrors
38023,10,Smoke and Mirrors
11676,8,The Face of Fear
31826,10,The Face of Fear
78973,9,The Face of Fear
158295,5,The Face of Fear
216683,8,The Face of Fear
261829,7,The Face of Fear
11676,8,Playmates
11676,6,The Hunt for Red October
25981,5,The Hunt for Red October
235105,8,The Hunt for Red October
11676,7,Day of the Cheetah
11676,8,The Servants of Twilight
31826,10,The Servants of Twilight
37950,6,The Servants of Twilight
55490,8,The Servants of Twilight
261829,7,The Servants of Twilight
11676,7,Clear and Present Danger (Jack Ryan Novels)
182085,9,Clear and Present Danger (Jack Ryan Novels)
248718,8,Clear and Present Danger (Jack Ryan Novels)
254206,9,Clear and Present Danger (Jack Ryan Novels)
11676,8,Eyes of Prey
35859,8,Eyes of Prey
95359,7,Eyes of Prey
158295,7,Eyes of Prey
235105,9,Eyes of Prey
11676,5,The Sum of All Fears (Jack Ryan Novels)
107784,5,The Sum of All Fears (Jack Ryan Novels)
143175,9,The Sum of All Fears (Jack Ryan Novels)
197659,8,The Sum of All Fears (Jack Ryan Novels)
11676,9,Deep Thoughts
11676,3,The Walker in Shadows
13552,8,Hideaway
31826,10,Hideaway
78973,8,Hideaway
95359,8,Hideaway
158295,6,Hideaway
177432,9,Hideaway
234828,8,Hideaway
11676,6,In the Eye of the Storm: The Life of General H. Norman Schwarzkopf
11676,8,Shadowfires
31826,10,Shadowfires
55490,8,Shadowfires
158295,6,Shadowfires
11676,8,The Businessman: A Tale of Terror
11676,9,Silent Prey
35859,8,Silent Prey
95359,8,Silent Prey
234828,7,Silent Prey
11676,5,Greygallows
11676,7,"Never Let Them See You Cry: More from Miami, America's Hottest Beat"
11676,7,Private Pleasures
11676,9,Forever and the Night
78553,9,Forever and the Night
11676,9,A Cold-Blooded Business (A Kate Shugak Mystery)
11676,6,The Funhouse
31826,10,The Funhouse
78973,7,The Funhouse
234828,4,The Funhouse
261829,7,The Funhouse
11676,3,McNally's Risk (Archy McNally Novels (Paperback))
240144,8,McNally's Risk (Archy McNally Novels (Paperback))
11676,6,Witches' Bane
35859,7,Witches' Bane
142524,9,Witches' Bane
265889,8,Witches' Bane
11676,7,Clear and Present Danger
16795,5,Clear and Present Danger
235105,8,Clear and Present Danger
11676,10,McNally's Caper (Archy McNally Novels (Paperback))
88733,9,McNally's Caper (Archy McNally Novels (Paperback))
112001,9,McNally's Caper (Archy McNally Novels (Paperback))
11676,8,The Wizard's Daughter
93047,7,Second Nature
11676,9,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback))
11676,6,Debt of Honor (Jack Ryan Novels)
123883,5,Debt of Honor (Jack Ryan Novels)
197659,8,Debt of Honor (Jack Ryan Novels)
248718,8,Debt of Honor (Jack Ryan Novels)
11676,10,Naked in Death
69697,10,Naked in Death
114368,5,Naked in Death
123883,5,Naked in Death
153662,10,Naked in Death
265889,9,Naked in Death
11676,5,Tom Clancy's Op-Center: Mirror Image (Tom Clancy's Op Center (Paperback))
107784,5,Tom Clancy's Op-Center: Mirror Image (Tom Clancy's Op Center (Paperback))
234828,7,Tom Clancy's Op-Center: Mirror Image (Tom Clancy's Op Center (Paperback))
11676,8,Bitterroot Landing
200226,8,Bitterroot Landing
11676,5,Angel of Death
11676,6,Practical Magic
11676,3,Blackwater Spirits
11676,10,Mind Prey
235105,9,Mind Prey
245827,5,Mind Prey
258185,9,Mind Prey
11676,5,Leave the Grave Green
11676,9,The Eyes of Darkness
13552,9,The Eyes of Darkness
31826,10,The Eyes of Darkness
55490,7,The Eyes of Darkness
11676,4,Rosemary Remembered
35859,5,Rosemary Remembered
265115,7,Rosemary Remembered
11676,10,The Eagle Catcher (Arapaho Indian Mysteries)
60707,7,The Eagle Catcher (Arapaho Indian Mysteries)
11676,8,Invasion
78973,7,Invasion
11676,7,Panama: A Novel
11676,5,Death at Daisy's Folly: A Victorian Mystery
147847,5,Death at Daisy's Folly: A Victorian Mystery
265889,9,Death at Daisy's Folly: A Victorian Mystery
11676,7,Gallow's View (Inspector Banks Mysteries (Paperback))
11676,6,Chance
107784,5,Chance
183995,9,Chance
11676,6,Sudden Prey
56959,9,Sudden Prey
68555,7,Sudden Prey
235105,9,Sudden Prey
11676,8,Blood Will Tell
11676,5,Demon Seed
31826,10,Demon Seed
37950,6,Demon Seed
55490,4,Demon Seed
87141,8,Demon Seed
204864,3,Demon Seed
11676,10,Cause of Death
171118,6,Cause of Death
190925,7,Cause of Death
252695,5,Cause of Death
270713,7,Cause of Death
11676,7,Idoru
11676,9,Masquerade
11676,4,The Bishop at Sea (Blackie Ryan Novels)
95359,4,Hornet's Nest
101209,8,Hornet's Nest
158295,6,Hornet's Nest
171118,6,Hornet's Nest
11676,8,Chromosome 6
56959,2,Chromosome 6
234828,7,Chromosome 6
11676,6,The Rapture of Canaan
16795,9,The Rapture of Canaan
35859,9,The Rapture of Canaan
75591,10,The Rapture of Canaan
94347,7,The Rapture of Canaan
11676,8,Fatal Terrain
11676,8,The Night Crew
158295,7,The Night Crew
11676,8,Unnatural Exposure
43246,8,Unnatural Exposure
140358,5,Unnatural Exposure
225087,10,Unnatural Exposure
11676,8,Tom Clancy's Op-Center Balance of Power (Tom Clancy's Op Center (Paperback))
107784,5,Tom Clancy's Op-Center Balance of Power (Tom Clancy's Op Center (Paperback))
11676,10,The Raphael Affair (Prime Crime Mysteries)
204864,7,The Raphael Affair (Prime Crime Mysteries)
11676,6,Toxin
16795,8,Toxin
78973,7,Toxin
11676,9,Election: A Novel
11676,8,Here on Earth
95359,6,Here on Earth
162639,7,Here on Earth
11676,8,Sudden Mischief
37950,8,Sudden Mischief
11676,8,Starting Out in the Evening
11676,8,One Last Time: A Psychic Medium Speaks to Those We Have Loved and Lost
11676,7,The Best of Friends: Joanna Trollope
11676,8,Point of Origin
13552,9,Point of Origin
31315,9,Point of Origin
135149,7,Point of Origin
204864,10,Point of Origin
225087,10,Point of Origin
261829,7,Point of Origin
264321,5,Point of Origin
270713,8,Point of Origin
153662,8,Firebird
190925,8,Firebird
68555,8,Rainbow Six
87141,9,Rainbow Six
235105,8,Rainbow Six
254206,9,Rainbow Six
11676,10,A Village Affair
270713,7,A Village Affair
11676,7,Home Song
11676,5,Hunter's Moon (Prime Crime Mysteries)
35859,8,Hunter's Moon (Prime Crime Mysteries)
95359,8,Hunter's Moon (Prime Crime Mysteries)
11676,7,Special Forces: A Guided Tour of U.S. Army Special Forces
11676,7,Murder on St. Mark's Place (Gaslight Mysteries)
11676,9,Murder on the Orient Express (Hercule Poirot Mysteries (Paperback))
110934,9,Murder on the Orient Express (Hercule Poirot Mysteries (Paperback))
217740,8,Murder on the Orient Express (Hercule Poirot Mysteries (Paperback))
11676,7,The Murder of Roger Ackroyd (Hercule Poirot Mysteries (Paperback))
56399,8,The Murder of Roger Ackroyd (Hercule Poirot Mysteries (Paperback))
125774,9,The Murder of Roger Ackroyd (Hercule Poirot Mysteries (Paperback))
177432,8,The Murder of Roger Ackroyd (Hercule Poirot Mysteries (Paperback))
252695,7,The Murder of Roger Ackroyd (Hercule Poirot Mysteries (Paperback))
11676,7,The Clocks
125774,9,The Clocks
11676,7,Fever
78973,7,Fever
11676,7,Falling Bodies
11676,7,Airport
93047,7,Airport
11676,10,Hotel
11676,5,"Breaking Point (Tom Clancy's Net Force, No. 4)"
254899,6,"Breaking Point (Tom Clancy's Net Force, No. 4)"
11676,7,The Eagle Has Landed
68555,4,The Eagle Has Landed
11676,5,The Celtic Riddle: An Archaeological Mystery (Archaeological Mystery)
135149,7,The Celtic Riddle: An Archaeological Mystery (Archaeological Mystery)
11676,9,The Perfect Family
11676,6,Snake Eaters (Hogs)
38273,5,Easy Prey
110934,6,Easy Prey
235105,8,Easy Prey
11676,9,Stick Figure: A Diary of My Former Self
11676,5,Seven Sisters (Benni Harper Mysteries (Paperback))
11676,10,Hugger Mugger
38273,5,Hugger Mugger
11676,8,It's Not About the Bike: My Journey Back to Life
182085,9,It's Not About the Bike: My Journey Back to Life
11676,6,The River King
69078,7,The River King
11676,5,Nursery Crimes (Mommy-Track Mysteries (Paperback))
11676,9,Tom Clancy's Op-Center: Line of Control (Tom Clancy's Op Center (Paperback))
87141,8,Tom Clancy's Op-Center: Line of Control (Tom Clancy's Op Center (Paperback))
135149,8,Tom Clancy's Op-Center: Line of Control (Tom Clancy's Op Center (Paperback))
11676,9,The Last Precinct
37950,7,The Last Precinct
38273,5,The Last Precinct
78973,7,The Last Precinct
140358,5,The Last Precinct
162639,8,The Last Precinct
11676,10,The Bear and the Dragon (Jack Ryan Novels)
87141,8,The Bear and the Dragon (Jack Ryan Novels)
248718,7,The Bear and the Dragon (Jack Ryan Novels)
11676,2,Ghostkiller
11676,8,A Deadly Arrangement (Feng Shui Mysteries)
98391,7,A Deadly Arrangement (Feng Shui Mysteries)
157247,8,Shock
225087,10,Shock
234828,8,Shock
11676,9,Chosen Prey
16795,5,Chosen Prey
38273,7,Chosen Prey
158295,7,Chosen Prey
197659,8,Chosen Prey
258185,9,Chosen Prey
11676,4,The African Quest (Archaeological Mystery)
60707,8,The African Quest (Archaeological Mystery)
11676,8,Reunion in Death
69697,10,Reunion in Death
98391,8,Reunion in Death
114368,5,Reunion in Death
140358,5,Reunion in Death
153662,10,Reunion in Death
156467,10,Reunion in Death
252695,9,Reunion in Death
11676,8,Gunpowder Green
98391,9,Gunpowder Green
162639,9,Gunpowder Green
200226,5,Gunpowder Green
265115,7,Gunpowder Green
11676,5,Big Trouble
11676,9,Death a L'Orange
11676,7,Home Song: A Cape Light Novel
11676,10,Purity in Death
30276,9,Purity in Death
78973,7,Purity in Death
98391,9,Purity in Death
114368,10,Purity in Death
123883,5,Purity in Death
153662,10,Purity in Death
156467,10,Purity in Death
158295,5,Purity in Death
258185,10,Purity in Death
11676,7,Death on the Downs
11676,6,"Tom Clancy's Power Plays: Cutting Edge (Power Plays, 6)"
11676,9,Death in Paradise
25409,10,Death in Paradise
11676,8,The Princeton Murders (Big Crime on Campus)
98391,7,The Princeton Murders (Big Crime on Campus)
11676,8,Indigo Dying
98391,9,Indigo Dying
142524,8,Indigo Dying
265889,7,Indigo Dying
11676,8,Hunting Season (Anna Pigeon Novels (Paperback))
56959,10,Hunting Season (Anna Pigeon Novels (Paperback))
88733,8,Hunting Season (Anna Pigeon Novels (Paperback))
156269,8,Hunting Season (Anna Pigeon Novels (Paperback))
78973,10,Watchers
11676,9,When Your Body Gets the Blues: The Clinically Proven Program for Women Who Feel Tired and Stressed and Eat Too Much
11676,9,Portrait in Death
30276,8,Portrait in Death
114368,5,Portrait in Death
123883,5,Portrait in Death
153662,10,Portrait in Death
156269,5,Portrait in Death
258185,9,Portrait in Death
11676,6,Widow's Walk
11676,10,Lover Beware
98391,10,Lover Beware
153662,9,Lover Beware
11676,6,Midnight Runner
11676,9,Chocolate Quake
98391,8,Chocolate Quake
38273,10,Mortal Prey
158295,7,Mortal Prey
11676,10,Fire Ice: A Novel from the Numa Files (Kurt Austin Adventures (Paperback))
135149,8,Fire Ice: A Novel from the Numa Files (Kurt Austin Adventures (Paperback))
11676,7,Edge of the Moon (Berkley Sensation)
69697,9,Edge of the Moon (Berkley Sensation)
98391,10,Edge of the Moon (Berkley Sensation)
11676,7,The Shadow Dancer
11676,6,"The English Breakfast Murder (Childs, Laura. Tea Shop Mysteries.)"
98391,10,"The English Breakfast Murder (Childs, Laura. Tea Shop Mysteries.)"
35859,7,Lightning
11676,8,Murder Among Friends
11676,9,Q Is for Quarry
25409,10,Q Is for Quarry
36606,5,Q Is for Quarry
89602,5,Q Is for Quarry
104636,9,Q Is for Quarry
190925,8,Q Is for Quarry
11676,5,A Little Mischief (Berkley Sensation)
11676,7,Doctored Evidence
11676,6,Raise the Titanic (Dirk Pitt Adventures (Paperback))
11676,7,Naked Prey (Prey)
11676,10,The Beautiful Ones Are Not Yet Born
11676,8,The Ruby in the Smoke
125774,7,The Ruby in the Smoke
11676,5,Captain Underpants and the Invasion of the Incredibly Naughty Cafeteria Ladies from Outer Space
130554,5,Captain Underpants and the Invasion of the Incredibly Naughty Cafeteria Ladies from Outer Space
153662,9,Captain Underpants and the Invasion of the Incredibly Naughty Cafeteria Ladies from Outer Space
11676,6,The Road to Balinor  (Unicorns of Balinor #1)
16795,5,The Road to Balinor  (Unicorns of Balinor #1)
130554,7,The Road to Balinor  (Unicorns of Balinor #1)
11676,10,Harry Potter and the Chamber of Secrets (Book 2)
23872,10,Harry Potter and the Chamber of Secrets (Book 2)
75591,10,Harry Potter and the Chamber of Secrets (Book 2)
78553,10,Harry Potter and the Chamber of Secrets (Book 2)
93047,8,Harry Potter and the Chamber of Secrets (Book 2)
100906,8,Harry Potter and the Chamber of Secrets (Book 2)
101851,10,Harry Potter and the Chamber of Secrets (Book 2)
110934,9,Harry Potter and the Chamber of Secrets (Book 2)
114368,5,Harry Potter and the Chamber of Secrets (Book 2)
130554,9,Harry Potter and the Chamber of Secrets (Book 2)
162639,9,Harry Potter and the Chamber of Secrets (Book 2)
179978,10,Harry Potter and the Chamber of Secrets (Book 2)
37950,8,Harry Potter and the Chamber of Secrets (Book 2)
56447,8,Harry Potter and the Chamber of Secrets (Book 2)
88733,10,Harry Potter and the Chamber of Secrets (Book 2)
104636,10,Harry Potter and the Chamber of Secrets (Book 2)
105517,8,Harry Potter and the Chamber of Secrets (Book 2)
110973,8,Harry Potter and the Chamber of Secrets (Book 2)
129074,8,Harry Potter and the Chamber of Secrets (Book 2)
153662,10,Harry Potter and the Chamber of Secrets (Book 2)
156150,10,Harry Potter and the Chamber of Secrets (Book 2)
156269,7,Harry Potter and the Chamber of Secrets (Book 2)
11676,10,"The Separation (Animorphs, 32)"
11676,8,"The Prophecy (Animorphs, 34)"
11676,10,Miles of Smiles
11676,10,Franklin's Neighborhood (Franklin)
11676,3,"Kitten in the Cold (Animal Ark, 13)"
11676,9,Aquamarine
11676,5,A Christmas Carol (Scholastic Classics)
11676,4,The Official Pokemon Handbook
11676,10,Esperanza Rising
89602,6,Esperanza Rising
11676,10,"Anastasia: The Last Grand Duchess, Russia, 1914 (The Royal Diaries)"
265889,9,"Anastasia: The Last Grand Duchess, Russia, 1914 (The Royal Diaries)"
11676,9,Harry Potter and the Prisoner of Azkaban (Book 3)
69697,10,Harry Potter and the Prisoner of Azkaban (Book 3)
88733,10,Harry Potter and the Prisoner of Azkaban (Book 3)
93047,9,Harry Potter and the Prisoner of Azkaban (Book 3)
104636,10,Harry Potter and the Prisoner of Azkaban (Book 3)
107951,10,Harry Potter and the Prisoner of Azkaban (Book 3)
129074,8,Harry Potter and the Prisoner of Azkaban (Book 3)
130554,9,Harry Potter and the Prisoner of Azkaban (Book 3)
135149,8,Harry Potter and the Prisoner of Azkaban (Book 3)
153662,10,Harry Potter and the Prisoner of Azkaban (Book 3)
254899,9,Harry Potter and the Prisoner of Azkaban (Book 3)
78973,10,Harry Potter and the Goblet of Fire (Book 4)
100906,9,Harry Potter and the Goblet of Fire (Book 4)
104636,10,Harry Potter and the Goblet of Fire (Book 4)
105517,6,Harry Potter and the Goblet of Fire (Book 4)
249894,8,Harry Potter and the Goblet of Fire (Book 4)
11676,10,Ramona The Brave
179978,10,Ramona The Brave
11676,9,Letters from a Nut
11676,6,Expect the Unexpected
11676,8,The Ellimist Chronicles (Animorphs)
11676,7,"Yeeps!: Secrets in the Statue (Abracadabra!, Book 4)"
11676,5,The Call of the Wild (Scholastic Classics)
11676,7,"Water Park (Malcolm in the Middle, 2)"
11676,9,Mr. President: A Book of U.S. Presidents (Scholastic Biography)
11676,8,Cut
31556,5,Cut
35859,8,Cut
11676,7,School's In!
11676,10,Mare in the Meadow (Animal Ark)
11676,10,There was an Old Lady Who Swallowed a Bat!
11676,8,The Thief Lord
56447,10,The Thief Lord
261829,7,The Thief Lord
257204,10,Harry Potter and the Chamber of Secrets (Book 2)
11676,9,The Real Scorpion King (History Channel Presents)
11676,10,I Love to Read! (Four Original Stories for Independent Readers)
174304,5,I Love to Read! (Four Original Stories for Independent Readers)
11676,10,The Power of Two (T*witches (Paperback))
11676,9,Harry Potter and the Prisoner of Azkaban (Harry Potter)
11676,5,Mr. Peabody's Apples
11676,5,The Barnstormers (Skymasters)
11676,4,Whispers on the Nile
11676,8,Winner's circle: A novel
11676,9,Baby
158295,6,Baby
11676,9,Changes
68555,5,Changes
104636,8,Changes
114368,5,Changes
200226,6,Changes
216683,6,Changes
11676,9,The Cradle Will Fall
11676,6,The Dirty Duck
11676,10,Echoes
112001,9,Echoes
162052,7,Echoes
200226,10,Echoes
11676,9,Establishment
11676,7,Galapagos
89602,7,Galapagos
11676,6,GEMINI CONTENDERS
11676,9,"GOOD MOTHER, THE"
269566,6,"GOOD MOTHER, THE"
11676,7,Evergreen
112001,10,Evergreen
225087,10,Evergreen
11676,9,Loving
16795,7,Loving
104636,8,Loving
114368,5,Loving
216683,5,Loving
11676,5,Natalie: A Memoir by Her Sister
51883,5,Natalie: A Memoir by Her Sister
11676,10,Night Jasmine
11676,9,"ONYX, THE"
